{{0.0;0;NO_WINNER;false;[300.0, 110.0];10;1.0;[0.0, 0.0];[150.0, 100.0];ACTION_NIL;1;0;0;1000;true;[ACTION_USE, ACTION_LEFT, ACTION_RIGHT];{};
[4,3,1145,220.0 : 50.0,-1.0 : -1.0,51442.0]
[4,3,1250,230.0 : 80.0,-1.0 : -1.0,59922.0]
[4,3,1291,230.0 : 90.0,-1.0 : -1.0,61642.0]
[4,3,1252,240.0 : 80.0,-1.0 : -1.0,64642.0]
[4,3,1293,240.0 : 90.0,-1.0 : -1.0,66362.0]
[4,3,1254,250.0 : 80.0,-1.0 : -1.0,69562.0]
[4,3,1295,250.0 : 90.0,-1.0 : -1.0,71282.0]
[4,3,1256,260.0 : 80.0,-1.0 : -1.0,74682.0]
[4,3,1297,260.0 : 90.0,-1.0 : -1.0,76402.0]
[4,3,1258,270.0 : 80.0,-1.0 : -1.0,80002.0]
[4,3,1299,270.0 : 90.0,-1.0 : -1.0,81722.0]
},ACTION_USE}
{{0.0;1;NO_WINNER;false;[300.0, 110.0];10;1.0;[0.0, 0.0];[150.0, 100.0];ACTION_USE;1;0;0;1000;true;[ACTION_USE, ACTION_LEFT, ACTION_RIGHT];{};
[3,9,1334,0.0 : 0.0,-1.0 : -1.0,2.0]
[4,3,986,0.0 : 10.0,-1.0 : -1.0,122.0]
[4,3,1019,0.0 : 20.0,-1.0 : -1.0,442.0]
[4,3,988,10.0 : 10.0,-1.0 : -1.0,242.0]
[4,3,1021,10.0 : 20.0,-1.0 : -1.0,562.0]
[4,3,990,20.0 : 10.0,-1.0 : -1.0,562.0]
[4,3,1023,20.0 : 20.0,-1.0 : -1.0,882.0]
[4,3,1216,20.0 : 80.0,-1.0 : -1.0,7002.0]
[4,3,1264,20.0 : 90.0,-1.0 : -1.0,8722.0]
[4,3,1218,30.0 : 80.0,-1.0 : -1.0,7522.0]
[4,3,1220,40.0 : 80.0,-1.0 : -1.0,8242.0]
[4,3,1222,50.0 : 80.0,-1.0 : -1.0,9162.0]
[4,3,1224,60.0 : 80.0,-1.0 : -1.0,10282.0]
[4,3,1269,60.0 : 90.0,-1.0 : -1.0,12002.0]
[4,3,1089,70.0 : 40.0,-1.0 : -1.0,6722.0]
[4,3,1127,70.0 : 50.0,-1.0 : -1.0,7642.0]
[4,3,1091,80.0 : 40.0,-1.0 : -1.0,8242.0]
[4,3,1093,90.0 : 40.0,-1.0 : -1.0,9962.0]
[4,3,1095,100.0 : 40.0,-1.0 : -1.0,11882.0]
[4,3,1131,100.0 : 50.0,-1.0 : -1.0,12802.0]
[4,3,1230,110.0 : 80.0,-1.0 : -1.0,18882.0]
[4,3,1275,110.0 : 90.0,-1.0 : -1.0,20602.0]
[4,3,1232,120.0 : 80.0,-1.0 : -1.0,21202.0]
[4,3,1277,120.0 : 90.0,-1.0 : -1.0,22922.0]
[4,3,1234,130.0 : 80.0,-1.0 : -1.0,23722.0]
[4,3,1236,140.0 : 80.0,-1.0 : -1.0,26442.0]
[4,3,1238,150.0 : 80.0,-1.0 : -1.0,29362.0]
[0,1,1318,150.0 : 100.0,-1.0 : -1.0,33002.0]
[5,5,1333,150.0 : 100.0,-1.0 : -1.0,33002.0]
[4,3,1240,160.0 : 80.0,-1.0 : -1.0,32482.0]
[4,3,1242,170.0 : 80.0,-1.0 : -1.0,35802.0]
[4,3,1283,170.0 : 90.0,-1.0 : -1.0,37522.0]
[4,3,1244,180.0 : 80.0,-1.0 : -1.0,39322.0]
[4,3,1285,180.0 : 90.0,-1.0 : -1.0,41042.0]
[4,3,1105,190.0 : 40.0,-1.0 : -1.0,38162.0]
[4,3,1141,190.0 : 50.0,-1.0 : -1.0,39082.0]
[4,3,1107,200.0 : 40.0,-1.0 : -1.0,42082.0]
[4,3,1109,210.0 : 40.0,-1.0 : -1.0,46202.0]
[4,3,1111,220.0 : 40.0,-1.0 : -1.0,50522.0]
[4,3,1145,220.0 : 50.0,-1.0 : -1.0,51442.0]
[4,3,1250,230.0 : 80.0,-1.0 : -1.0,59922.0]
[4,3,1291,230.0 : 90.0,-1.0 : -1.0,61642.0]
[4,3,1252,240.0 : 80.0,-1.0 : -1.0,64642.0]
[4,3,1293,240.0 : 90.0,-1.0 : -1.0,66362.0]
[4,3,1254,250.0 : 80.0,-1.0 : -1.0,69562.0]
[4,3,1295,250.0 : 90.0,-1.0 : -1.0,71282.0]
[4,3,1256,260.0 : 80.0,-1.0 : -1.0,74682.0]
[4,3,1297,260.0 : 90.0,-1.0 : -1.0,76402.0]
[4,3,1258,270.0 : 80.0,-1.0 : -1.0,80002.0]
[4,3,1299,270.0 : 90.0,-1.0 : -1.0,81722.0]
},ACTION_RIGHT}
{{0.0;2;NO_WINNER;false;[300.0, 110.0];10;1.0;[0.0, 0.0];[160.0, 100.0];ACTION_RIGHT;1;0;0;1000;true;[ACTION_USE, ACTION_LEFT, ACTION_RIGHT];{};
[3,9,1334,0.0 : 0.0,-1.0 : -1.0,2.0]
[4,3,986,0.0 : 10.0,-1.0 : -1.0,122.0]
[4,3,1019,0.0 : 20.0,-1.0 : -1.0,442.0]
[4,3,988,10.0 : 10.0,-1.0 : -1.0,242.0]
[4,3,1021,10.0 : 20.0,-1.0 : -1.0,562.0]
[4,3,990,20.0 : 10.0,-1.0 : -1.0,562.0]
[4,3,1023,20.0 : 20.0,-1.0 : -1.0,882.0]
[4,3,1216,20.0 : 80.0,-1.0 : -1.0,7002.0]
[4,3,1264,20.0 : 90.0,-1.0 : -1.0,8722.0]
[4,3,1218,30.0 : 80.0,-1.0 : -1.0,7522.0]
[4,3,1220,40.0 : 80.0,-1.0 : -1.0,8242.0]
[4,3,1222,50.0 : 80.0,-1.0 : -1.0,9162.0]
[4,3,1224,60.0 : 80.0,-1.0 : -1.0,10282.0]
[4,3,1269,60.0 : 90.0,-1.0 : -1.0,12002.0]
[4,3,1089,70.0 : 40.0,-1.0 : -1.0,6722.0]
[4,3,1127,70.0 : 50.0,-1.0 : -1.0,7642.0]
[4,3,1091,80.0 : 40.0,-1.0 : -1.0,8242.0]
[4,3,1093,90.0 : 40.0,-1.0 : -1.0,9962.0]
[4,3,1095,100.0 : 40.0,-1.0 : -1.0,11882.0]
[4,3,1131,100.0 : 50.0,-1.0 : -1.0,12802.0]
[4,3,1230,110.0 : 80.0,-1.0 : -1.0,18882.0]
[4,3,1275,110.0 : 90.0,-1.0 : -1.0,20602.0]
[4,3,1232,120.0 : 80.0,-1.0 : -1.0,21202.0]
[4,3,1277,120.0 : 90.0,-1.0 : -1.0,22922.0]
[4,3,1234,130.0 : 80.0,-1.0 : -1.0,23722.0]
[4,3,1236,140.0 : 80.0,-1.0 : -1.0,26442.0]
[4,3,1238,150.0 : 80.0,-1.0 : -1.0,29362.0]
[5,5,1333,150.0 : 90.0,-1.0 : -1.0,31082.0]
[4,3,1240,160.0 : 80.0,-1.0 : -1.0,32482.0]
[0,1,1318,160.0 : 100.0,-1.0 : -1.0,36122.0]
[4,3,1242,170.0 : 80.0,-1.0 : -1.0,35802.0]
[4,3,1283,170.0 : 90.0,-1.0 : -1.0,37522.0]
[4,3,1244,180.0 : 80.0,-1.0 : -1.0,39322.0]
[4,3,1285,180.0 : 90.0,-1.0 : -1.0,41042.0]
[4,3,1105,190.0 : 40.0,-1.0 : -1.0,38162.0]
[4,3,1141,190.0 : 50.0,-1.0 : -1.0,39082.0]
[4,3,1107,200.0 : 40.0,-1.0 : -1.0,42082.0]
[4,3,1109,210.0 : 40.0,-1.0 : -1.0,46202.0]
[4,3,1111,220.0 : 40.0,-1.0 : -1.0,50522.0]
[4,3,1145,220.0 : 50.0,-1.0 : -1.0,51442.0]
[4,3,1250,230.0 : 80.0,-1.0 : -1.0,59922.0]
[4,3,1291,230.0 : 90.0,-1.0 : -1.0,61642.0]
[4,3,1252,240.0 : 80.0,-1.0 : -1.0,64642.0]
[4,3,1293,240.0 : 90.0,-1.0 : -1.0,66362.0]
[4,3,1254,250.0 : 80.0,-1.0 : -1.0,69562.0]
[4,3,1295,250.0 : 90.0,-1.0 : -1.0,71282.0]
[4,3,1256,260.0 : 80.0,-1.0 : -1.0,74682.0]
[4,3,1297,260.0 : 90.0,-1.0 : -1.0,76402.0]
[4,3,1258,270.0 : 80.0,-1.0 : -1.0,80002.0]
[4,3,1299,270.0 : 90.0,-1.0 : -1.0,81722.0]
},ACTION_RIGHT}
{{1.0;3;NO_WINNER;false;[300.0, 110.0];10;1.0;[0.0, 0.0];[170.0, 100.0];ACTION_RIGHT;1;0;0;1000;true;[ACTION_USE, ACTION_LEFT, ACTION_RIGHT];{};
[3,9,1334,8.0 : 0.0,-1.0 : -1.0,82.0]
[4,3,986,0.0 : 10.0,-1.0 : -1.0,122.0]
[4,3,1019,0.0 : 20.0,-1.0 : -1.0,442.0]
[3,9,1334,8.0 : 0.0,-1.0 : -1.0,82.0]
[4,3,988,10.0 : 10.0,-1.0 : -1.0,242.0]
[4,3,1021,10.0 : 20.0,-1.0 : -1.0,562.0]
[4,3,990,20.0 : 10.0,-1.0 : -1.0,562.0]
[4,3,1023,20.0 : 20.0,-1.0 : -1.0,882.0]
[4,3,1216,20.0 : 80.0,-1.0 : -1.0,7002.0]
[4,3,1264,20.0 : 90.0,-1.0 : -1.0,8722.0]
[4,3,1218,30.0 : 80.0,-1.0 : -1.0,7522.0]
[4,3,1220,40.0 : 80.0,-1.0 : -1.0,8242.0]
[4,3,1222,50.0 : 80.0,-1.0 : -1.0,9162.0]
[4,3,1224,60.0 : 80.0,-1.0 : -1.0,10282.0]
[4,3,1269,60.0 : 90.0,-1.0 : -1.0,12002.0]
[4,3,1089,70.0 : 40.0,-1.0 : -1.0,6722.0]
[4,3,1127,70.0 : 50.0,-1.0 : -1.0,7642.0]
[4,3,1091,80.0 : 40.0,-1.0 : -1.0,8242.0]
[4,3,1093,90.0 : 40.0,-1.0 : -1.0,9962.0]
[4,3,1095,100.0 : 40.0,-1.0 : -1.0,11882.0]
[4,3,1131,100.0 : 50.0,-1.0 : -1.0,12802.0]
[4,3,1230,110.0 : 80.0,-1.0 : -1.0,18882.0]
[4,3,1275,110.0 : 90.0,-1.0 : -1.0,20602.0]
[4,3,1232,120.0 : 80.0,-1.0 : -1.0,21202.0]
[4,3,1277,120.0 : 90.0,-1.0 : -1.0,22922.0]
[4,3,1234,130.0 : 80.0,-1.0 : -1.0,23722.0]
[4,3,1236,140.0 : 80.0,-1.0 : -1.0,26442.0]
[4,3,1240,160.0 : 80.0,-1.0 : -1.0,32482.0]
[4,3,1242,170.0 : 80.0,-1.0 : -1.0,35802.0]
[4,3,1283,170.0 : 90.0,-1.0 : -1.0,37522.0]
[0,1,1318,170.0 : 100.0,-1.0 : -1.0,39442.0]
[4,3,1244,180.0 : 80.0,-1.0 : -1.0,39322.0]
[4,3,1285,180.0 : 90.0,-1.0 : -1.0,41042.0]
[4,3,1105,190.0 : 40.0,-1.0 : -1.0,38162.0]
[4,3,1141,190.0 : 50.0,-1.0 : -1.0,39082.0]
[4,3,1107,200.0 : 40.0,-1.0 : -1.0,42082.0]
[4,3,1109,210.0 : 40.0,-1.0 : -1.0,46202.0]
[4,3,1111,220.0 : 40.0,-1.0 : -1.0,50522.0]
[4,3,1145,220.0 : 50.0,-1.0 : -1.0,51442.0]
[4,3,1250,230.0 : 80.0,-1.0 : -1.0,59922.0]
[4,3,1291,230.0 : 90.0,-1.0 : -1.0,61642.0]
[4,3,1252,240.0 : 80.0,-1.0 : -1.0,64642.0]
[4,3,1293,240.0 : 90.0,-1.0 : -1.0,66362.0]
[4,3,1254,250.0 : 80.0,-1.0 : -1.0,69562.0]
[4,3,1295,250.0 : 90.0,-1.0 : -1.0,71282.0]
[4,3,1256,260.0 : 80.0,-1.0 : -1.0,74682.0]
[4,3,1297,260.0 : 90.0,-1.0 : -1.0,76402.0]
[4,3,1258,270.0 : 80.0,-1.0 : -1.0,80002.0]
[4,3,1299,270.0 : 90.0,-1.0 : -1.0,81722.0]
},ACTION_LEFT}
{{1.0;4;NO_WINNER;false;[300.0, 110.0];10;1.0;[0.0, 0.0];[160.0, 100.0];ACTION_LEFT;1;0;0;1000;true;[ACTION_USE, ACTION_LEFT, ACTION_RIGHT];{};
[3,9,1334,8.0 : 0.0,-1.0 : -1.0,82.0]
[4,3,986,0.0 : 10.0,-1.0 : -1.0,122.0]
[4,3,1019,0.0 : 20.0,-1.0 : -1.0,442.0]
[3,9,1334,8.0 : 0.0,-1.0 : -1.0,82.0]
[4,3,988,10.0 : 10.0,-1.0 : -1.0,242.0]
[4,3,1021,10.0 : 20.0,-1.0 : -1.0,562.0]
[4,3,990,20.0 : 10.0,-1.0 : -1.0,562.0]
[4,3,1023,20.0 : 20.0,-1.0 : -1.0,882.0]
[4,3,1216,20.0 : 80.0,-1.0 : -1.0,7002.0]
[4,3,1264,20.0 : 90.0,-1.0 : -1.0,8722.0]
[4,3,1218,30.0 : 80.0,-1.0 : -1.0,7522.0]
[4,3,1220,40.0 : 80.0,-1.0 : -1.0,8242.0]
[4,3,1222,50.0 : 80.0,-1.0 : -1.0,9162.0]
[4,3,1224,60.0 : 80.0,-1.0 : -1.0,10282.0]
[4,3,1269,60.0 : 90.0,-1.0 : -1.0,12002.0]
[4,3,1089,70.0 : 40.0,-1.0 : -1.0,6722.0]
[4,3,1127,70.0 : 50.0,-1.0 : -1.0,7642.0]
[4,3,1091,80.0 : 40.0,-1.0 : -1.0,8242.0]
[4,3,1093,90.0 : 40.0,-1.0 : -1.0,9962.0]
[4,3,1095,100.0 : 40.0,-1.0 : -1.0,11882.0]
[4,3,1131,100.0 : 50.0,-1.0 : -1.0,12802.0]
[4,3,1230,110.0 : 80.0,-1.0 : -1.0,18882.0]
[4,3,1275,110.0 : 90.0,-1.0 : -1.0,20602.0]
[4,3,1232,120.0 : 80.0,-1.0 : -1.0,21202.0]
[4,3,1277,120.0 : 90.0,-1.0 : -1.0,22922.0]
[4,3,1234,130.0 : 80.0,-1.0 : -1.0,23722.0]
[4,3,1236,140.0 : 80.0,-1.0 : -1.0,26442.0]
[4,3,1240,160.0 : 80.0,-1.0 : -1.0,32482.0]
[0,1,1318,160.0 : 100.0,-1.0 : -1.0,36122.0]
[4,3,1242,170.0 : 80.0,-1.0 : -1.0,35802.0]
[4,3,1283,170.0 : 90.0,-1.0 : -1.0,37522.0]
[4,3,1244,180.0 : 80.0,-1.0 : -1.0,39322.0]
[4,3,1285,180.0 : 90.0,-1.0 : -1.0,41042.0]
[4,3,1105,190.0 : 40.0,-1.0 : -1.0,38162.0]
[4,3,1141,190.0 : 50.0,-1.0 : -1.0,39082.0]
[4,3,1107,200.0 : 40.0,-1.0 : -1.0,42082.0]
[4,3,1109,210.0 : 40.0,-1.0 : -1.0,46202.0]
[4,3,1111,220.0 : 40.0,-1.0 : -1.0,50522.0]
[4,3,1145,220.0 : 50.0,-1.0 : -1.0,51442.0]
[4,3,1250,230.0 : 80.0,-1.0 : -1.0,59922.0]
[4,3,1291,230.0 : 90.0,-1.0 : -1.0,61642.0]
[4,3,1252,240.0 : 80.0,-1.0 : -1.0,64642.0]
[4,3,1293,240.0 : 90.0,-1.0 : -1.0,66362.0]
[4,3,1254,250.0 : 80.0,-1.0 : -1.0,69562.0]
[4,3,1295,250.0 : 90.0,-1.0 : -1.0,71282.0]
[4,3,1256,260.0 : 80.0,-1.0 : -1.0,74682.0]
[4,3,1297,260.0 : 90.0,-1.0 : -1.0,76402.0]
[4,3,1258,270.0 : 80.0,-1.0 : -1.0,80002.0]
[4,3,1299,270.0 : 90.0,-1.0 : -1.0,81722.0]
},ACTION_USE}
{{1.0;5;NO_WINNER;false;[300.0, 110.0];10;1.0;[0.0, 0.0];[160.0, 100.0];ACTION_USE;1;0;0;1000;true;[ACTION_USE, ACTION_LEFT, ACTION_RIGHT];{};
[3,9,1334,8.0 : 0.0,-1.0 : -1.0,82.0]
[4,3,986,0.0 : 10.0,-1.0 : -1.0,122.0]
[4,3,1019,0.0 : 20.0,-1.0 : -1.0,442.0]
[3,9,1334,8.0 : 0.0,-1.0 : -1.0,82.0]
[4,3,988,10.0 : 10.0,-1.0 : -1.0,242.0]
[4,3,1021,10.0 : 20.0,-1.0 : -1.0,562.0]
[4,3,990,20.0 : 10.0,-1.0 : -1.0,562.0]
[4,3,1023,20.0 : 20.0,-1.0 : -1.0,882.0]
[4,3,1216,20.0 : 80.0,-1.0 : -1.0,7002.0]
[4,3,1264,20.0 : 90.0,-1.0 : -1.0,8722.0]
[4,3,1218,30.0 : 80.0,-1.0 : -1.0,7522.0]
[4,3,1220,40.0 : 80.0,-1.0 : -1.0,8242.0]
[4,3,1222,50.0 : 80.0,-1.0 : -1.0,9162.0]
[4,3,1224,60.0 : 80.0,-1.0 : -1.0,10282.0]
[4,3,1269,60.0 : 90.0,-1.0 : -1.0,12002.0]
[4,3,1089,70.0 : 40.0,-1.0 : -1.0,6722.0]
[4,3,1127,70.0 : 50.0,-1.0 : -1.0,7642.0]
[4,3,1091,80.0 : 40.0,-1.0 : -1.0,8242.0]
[4,3,1093,90.0 : 40.0,-1.0 : -1.0,9962.0]
[4,3,1095,100.0 : 40.0,-1.0 : -1.0,11882.0]
[4,3,1131,100.0 : 50.0,-1.0 : -1.0,12802.0]
[4,3,1230,110.0 : 80.0,-1.0 : -1.0,18882.0]
[4,3,1275,110.0 : 90.0,-1.0 : -1.0,20602.0]
[4,3,1232,120.0 : 80.0,-1.0 : -1.0,21202.0]
[4,3,1277,120.0 : 90.0,-1.0 : -1.0,22922.0]
[4,3,1234,130.0 : 80.0,-1.0 : -1.0,23722.0]
[4,3,1236,140.0 : 80.0,-1.0 : -1.0,26442.0]
[4,3,1240,160.0 : 80.0,-1.0 : -1.0,32482.0]
[0,1,1318,160.0 : 100.0,-1.0 : -1.0,36122.0]
[5,5,1335,160.0 : 100.0,-1.0 : -1.0,36122.0]
[4,3,1242,170.0 : 80.0,-1.0 : -1.0,35802.0]
[4,3,1283,170.0 : 90.0,-1.0 : -1.0,37522.0]
[4,3,1244,180.0 : 80.0,-1.0 : -1.0,39322.0]
[4,3,1285,180.0 : 90.0,-1.0 : -1.0,41042.0]
[4,3,1105,190.0 : 40.0,-1.0 : -1.0,38162.0]
[4,3,1141,190.0 : 50.0,-1.0 : -1.0,39082.0]
[4,3,1107,200.0 : 40.0,-1.0 : -1.0,42082.0]
[4,3,1109,210.0 : 40.0,-1.0 : -1.0,46202.0]
[4,3,1111,220.0 : 40.0,-1.0 : -1.0,50522.0]
[4,3,1145,220.0 : 50.0,-1.0 : -1.0,51442.0]
[4,3,1250,230.0 : 80.0,-1.0 : -1.0,59922.0]
[4,3,1291,230.0 : 90.0,-1.0 : -1.0,61642.0]
[4,3,1252,240.0 : 80.0,-1.0 : -1.0,64642.0]
[4,3,1293,240.0 : 90.0,-1.0 : -1.0,66362.0]
[4,3,1254,250.0 : 80.0,-1.0 : -1.0,69562.0]
[4,3,1295,250.0 : 90.0,-1.0 : -1.0,71282.0]
[4,3,1256,260.0 : 80.0,-1.0 : -1.0,74682.0]
[4,3,1297,260.0 : 90.0,-1.0 : -1.0,76402.0]
[4,3,1258,270.0 : 80.0,-1.0 : -1.0,80002.0]
[4,3,1299,270.0 : 90.0,-1.0 : -1.0,81722.0]
},ACTION_USE}
{{1.0;6;NO_WINNER;false;[300.0, 110.0];10;1.0;[0.0, 0.0];[160.0, 100.0];ACTION_USE;1;0;0;1000;true;[ACTION_USE, ACTION_LEFT, ACTION_RIGHT];{};
[4,3,986,0.0 : 10.0,-1.0 : -1.0,122.0]
[4,3,1019,0.0 : 20.0,-1.0 : -1.0,442.0]
[3,9,1334,16.0 : 0.0,-1.0 : -1.0,290.0]
[4,3,988,10.0 : 10.0,-1.0 : -1.0,242.0]
[4,3,1021,10.0 : 20.0,-1.0 : -1.0,562.0]
[3,9,1334,16.0 : 0.0,-1.0 : -1.0,290.0]
[4,3,990,20.0 : 10.0,-1.0 : -1.0,562.0]
[4,3,1023,20.0 : 20.0,-1.0 : -1.0,882.0]
[4,3,1216,20.0 : 80.0,-1.0 : -1.0,7002.0]
[4,3,1264,20.0 : 90.0,-1.0 : -1.0,8722.0]
[4,3,1218,30.0 : 80.0,-1.0 : -1.0,7522.0]
[4,3,1220,40.0 : 80.0,-1.0 : -1.0,8242.0]
[4,3,1222,50.0 : 80.0,-1.0 : -1.0,9162.0]
[4,3,1224,60.0 : 80.0,-1.0 : -1.0,10282.0]
[4,3,1269,60.0 : 90.0,-1.0 : -1.0,12002.0]
[4,3,1089,70.0 : 40.0,-1.0 : -1.0,6722.0]
[4,3,1127,70.0 : 50.0,-1.0 : -1.0,7642.0]
[4,3,1091,80.0 : 40.0,-1.0 : -1.0,8242.0]
[4,3,1093,90.0 : 40.0,-1.0 : -1.0,9962.0]
[4,3,1095,100.0 : 40.0,-1.0 : -1.0,11882.0]
[4,3,1131,100.0 : 50.0,-1.0 : -1.0,12802.0]
[4,3,1230,110.0 : 80.0,-1.0 : -1.0,18882.0]
[4,3,1275,110.0 : 90.0,-1.0 : -1.0,20602.0]
[4,3,1232,120.0 : 80.0,-1.0 : -1.0,21202.0]
[4,3,1277,120.0 : 90.0,-1.0 : -1.0,22922.0]
[4,3,1234,130.0 : 80.0,-1.0 : -1.0,23722.0]
[4,3,1236,140.0 : 80.0,-1.0 : -1.0,26442.0]
[4,3,1240,160.0 : 80.0,-1.0 : -1.0,32482.0]
[5,5,1335,160.0 : 90.0,-1.0 : -1.0,34202.0]
[0,1,1318,160.0 : 100.0,-1.0 : -1.0,36122.0]
[4,3,1242,170.0 : 80.0,-1.0 : -1.0,35802.0]
[4,3,1283,170.0 : 90.0,-1.0 : -1.0,37522.0]
[4,3,1244,180.0 : 80.0,-1.0 : -1.0,39322.0]
[4,3,1285,180.0 : 90.0,-1.0 : -1.0,41042.0]
[4,3,1105,190.0 : 40.0,-1.0 : -1.0,38162.0]
[4,3,1141,190.0 : 50.0,-1.0 : -1.0,39082.0]
[4,3,1107,200.0 : 40.0,-1.0 : -1.0,42082.0]
[4,3,1109,210.0 : 40.0,-1.0 : -1.0,46202.0]
[4,3,1111,220.0 : 40.0,-1.0 : -1.0,50522.0]
[4,3,1145,220.0 : 50.0,-1.0 : -1.0,51442.0]
[4,3,1250,230.0 : 80.0,-1.0 : -1.0,59922.0]
[4,3,1291,230.0 : 90.0,-1.0 : -1.0,61642.0]
[4,3,1252,240.0 : 80.0,-1.0 : -1.0,64642.0]
[4,3,1293,240.0 : 90.0,-1.0 : -1.0,66362.0]
[4,3,1254,250.0 : 80.0,-1.0 : -1.0,69562.0]
[4,3,1295,250.0 : 90.0,-1.0 : -1.0,71282.0]
[4,3,1256,260.0 : 80.0,-1.0 : -1.0,74682.0]
[4,3,1297,260.0 : 90.0,-1.0 : -1.0,76402.0]
[4,3,1258,270.0 : 80.0,-1.0 : -1.0,80002.0]
[4,3,1299,270.0 : 90.0,-1.0 : -1.0,81722.0]
},ACTION_RIGHT}
{{2.0;7;NO_WINNER;false;[300.0, 110.0];10;1.0;[0.0, 0.0];[170.0, 100.0];ACTION_RIGHT;1;0;0;1000;true;[ACTION_USE, ACTION_LEFT, ACTION_RIGHT];{};
[4,3,986,0.0 : 10.0,-1.0 : -1.0,122.0]
[4,3,1019,0.0 : 20.0,-1.0 : -1.0,442.0]
[3,9,1334,16.0 : 0.0,-1.0 : -1.0,290.0]
[4,3,988,10.0 : 10.0,-1.0 : -1.0,242.0]
[4,3,1021,10.0 : 20.0,-1.0 : -1.0,562.0]
[3,9,1334,16.0 : 0.0,-1.0 : -1.0,290.0]
[4,3,990,20.0 : 10.0,-1.0 : -1.0,562.0]
[4,3,1023,20.0 : 20.0,-1.0 : -1.0,882.0]
[4,3,1216,20.0 : 80.0,-1.0 : -1.0,7002.0]
[4,3,1264,20.0 : 90.0,-1.0 : -1.0,8722.0]
[4,3,1218,30.0 : 80.0,-1.0 : -1.0,7522.0]
[4,3,1220,40.0 : 80.0,-1.0 : -1.0,8242.0]
[4,3,1222,50.0 : 80.0,-1.0 : -1.0,9162.0]
[4,3,1224,60.0 : 80.0,-1.0 : -1.0,10282.0]
[4,3,1269,60.0 : 90.0,-1.0 : -1.0,12002.0]
[4,3,1089,70.0 : 40.0,-1.0 : -1.0,6722.0]
[4,3,1127,70.0 : 50.0,-1.0 : -1.0,7642.0]
[4,3,1091,80.0 : 40.0,-1.0 : -1.0,8242.0]
[4,3,1093,90.0 : 40.0,-1.0 : -1.0,9962.0]
[4,3,1095,100.0 : 40.0,-1.0 : -1.0,11882.0]
[4,3,1131,100.0 : 50.0,-1.0 : -1.0,12802.0]
[4,3,1230,110.0 : 80.0,-1.0 : -1.0,18882.0]
[4,3,1275,110.0 : 90.0,-1.0 : -1.0,20602.0]
[4,3,1232,120.0 : 80.0,-1.0 : -1.0,21202.0]
[4,3,1277,120.0 : 90.0,-1.0 : -1.0,22922.0]
[4,3,1234,130.0 : 80.0,-1.0 : -1.0,23722.0]
